Species,Type,Dead Code,X,Y,Diam10,Height,dead,DBH,SnagDecayClass
PISY,Adult,Alive,46.8404,70.2791,NA,6.29064,0,7.76985,0
PISY,Adult,Alive,46.0579,67.4131,NA,6.72819,0,8.60579,0
PISY,Adult,Alive,41.4444,67.9916,NA,6.88451,0,8.91206,0
PISY,Adult,Alive,42.5105,66.7353,NA,7.16457,0,9.47133,0
PISY,Adult,Alive,40.9839,64.7872,NA,8.73135,0,12.8834,0
PISY,Adult,Alive,44.2146,65.7078,NA,9.82362,0,15.6077,0
PISY,Snag,Alive,45.1239,68.8298,NA,9.83384,NA,15.6348,5
PISY,Adult,Alive,43.7969,69.3852,NA,10.0347,0,16.1741,0
PISY,Adult,Alive,43.5197,68.3251,NA,10.2223,0,16.6896,0
PISY,Adult,Alive,46.6886,65.2926,NA,11.0453,0,19.1012,0
PISY,Adult,Alive,40.5117,68.4865,NA,11.3891,0,20.1896,0
PISY,Adult,Alive,44.591,70.109,NA,11.8093,0,21.5952,0
PISY,Adult,Alive,46.0509,68.8095,NA,13.8403,0,29.9799,0
PISY,Adult,Alive,43.4157,66.756,NA,14.1492,0,31.5776,0
PISY,Sapling,Alive,45.0933,72.4642,5.84658,3.54115,0,3.12308,NA
PISY,Sapling,Alive,42.8324,74.985,7.09637,3.98184,0,3.80671,NA
PISY,Sapling,Alive,41.7594,79.0292,8.82973,4.57146,0,4.75486,NA
PISY,Sapling,Alive,46.1073,77.643,10.1783,5.01345,0,5.49255,NA
PISY,Sapling,Alive,43.3274,78.8094,10.5359,5.12826,0,5.68816,NA
PISY,Adult,Alive,40.7868,75.7753,NA,6.41401,0,8.00245,0
PISY,Adult,Alive,40.5225,77.8144,NA,6.59781,0,8.35345,0
PISY,Adult,Alive,40.4479,76.4366,NA,6.6743,0,8.50114,0
PISY,Adult,Alive,45.5773,74.3238,NA,6.73519,0,8.61941,0
PISY,Adult,Alive,46.1849,73.4935,NA,6.74409,0,8.63675,0
PISY,Adult,Alive,47.4172,75.2239,NA,6.77533,0,8.6977,0
PISY,Adult,Alive,42.0932,79.3932,NA,6.78257,0,8.71187,0
PISY,Adult,Alive,46.0862,77.6026,NA,6.84438,0,8.83304,0
PISY,Adult,Alive,44.5663,77.6204,NA,7.29404,0,9.73462,0
PISY,Adult,Alive,47.5725,78.4752,NA,8.17721,0,11.6171,0
PISY,Adult,Alive,47.3533,76.9596,NA,8.84954,0,13.1629,0
PISY,Adult,Alive,42.3315,74.0432,NA,9.40104,0,14.5146,0
PISY,Adult,Alive,42.3956,74.5052,NA,11.4928,0,20.5287,0
PISY,Sapling,Alive,47.0473,83.9941,4.94665,3.21549,0,2.63082,NA
PISY,Sapling,Alive,40.7444,85.6248,6.6088,3.8115,0,3.54001,NA
PISY,Sapling,Alive,40.5628,80.6392,7.06895,3.97231,0,3.79171,NA
PISY,Sapling,Alive,41.6201,84.6236,7.31406,4.05725,0,3.92579,NA
PISY,Sapling,Alive,45.8715,87.0557,8.08195,4.32012,0,4.34583,NA
PISY,Sapling,Alive,44.0359,86.5559,9.15684,4.67999,0,4.93379,NA
PISY,Sapling,Alive,46.6403,81.1624,9.43714,4.77232,0,5.08712,NA
PISY,Sapling,Alive,47.4045,87.0398,10.3733,5.07617,0,5.59919,NA
PISY,Adult,Alive,41.1466,85.7952,NA,6.38458,0,7.94675,0
PISY,Adult,Alive,47.9582,80.0197,NA,6.43331,0,8.03906,0
PISY,Adult,Alive,47.3403,82.6544,NA,6.71752,0,8.58502,0
PISY,Adult,Alive,43.3599,87.4905,NA,6.78263,0,8.71198,0
PISY,Adult,Alive,44.4738,87.7925,NA,6.90558,0,8.95365,0
PISY,Adult,Alive,44.0534,83.9432,NA,7.04485,0,9.23056,0
PISY,Adult,Alive,47.5309,84.9752,NA,7.46069,0,10.0781,0
PISY,Adult,Alive,43.5592,83.1061,NA,7.55385,0,10.2724,0
PISY,Adult,Alive,40.4766,80.4966,NA,8.26407,0,11.811,0
PISY,Adult,Alive,45.5693,83.4499,NA,9.98788,0,16.0472,0
PISY,Adult,Alive,42.563,81.3418,NA,10.2088,0,16.6522,0
PISY,Adult,Alive,42.2287,82.1512,NA,11.0095,0,18.9908,0
PISY,Adult,Alive,45.41,80.3805,NA,11.2923,0,19.8779,0
PISY,Adult,Alive,45.0389,82.9054,NA,11.9779,0,22.1849,0
PISY,Adult,Alive,43.9438,83.7616,NA,12.5387,0,24.2637,0
PISY,Snag,Alive,41.3865,82.7136,NA,13.2566,NA,27.2372,2
PISY,Adult,Alive,41.1522,80.0023,NA,13.8027,0,29.7929,0
PISY,Sapling,Alive,44.7409,95.9485,5.87312,3.55065,0,3.1376,NA
PISY,Sapling,Alive,46.5369,92.4772,11.0842,5.30238,0,5.98808,NA
PISY,Sapling,Alive,47.3916,93.6015,11.2987,5.36985,0,6.10537,NA
PISY,Sapling,Alive,43.0431,95.1349,11.9052,5.55882,0,6.43714,NA
PISY,Sapling,Alive,41.6359,95.9972,12.2576,5.66736,0,6.62993,NA
PISY,Adult,Alive,43.8459,94.7782,NA,6.38542,0,7.94834,0
PISY,Adult,Alive,44.5387,92.4,NA,6.54484,0,8.25173,0
PISY,Adult,Alive,46.8529,93.6926,NA,6.76029,0,8.66834,0
PISY,Adult,Alive,43.473,89.7104,NA,6.78557,0,8.71774,0
PISY,Adult,Alive,45.379,94.3557,NA,6.98918,0,9.11947,0
PISY,Adult,Alive,42.3613,94.3987,NA,7.30725,0,9.76166,0
PISY,Adult,Alive,41.3563,92.5201,NA,7.41891,0,9.9915,0
PISY,Adult,Alive,42.2415,91.1236,NA,8.68907,0,12.7843,0
PISY,Adult,Alive,42.7056,91.0679,NA,9.63746,0,15.1196,0
PISY,Adult,Alive,47.0126,91.6998,NA,9.63783,0,15.1206,0
PISY,Adult,Alive,44.7697,93.5738,NA,12.6909,0,24.8621,0
PISY,Sapling,Alive,43.3519,98.8098,5.10358,3.27279,0,2.71666,NA
PISY,Sapling,Alive,41.5851,97.7444,9.13122,4.67152,0,4.91978,NA
PISY,Sapling,Alive,41.8676,98.5731,12.5902,5.76892,0,6.81181,NA
PISY,Adult,Alive,42.4404,98.1343,NA,6.44748,0,8.06597,0
PISY,Adult,Alive,46.5531,97.1474,NA,6.51195,0,8.18881,0
PISY,Adult,Alive,40.3237,99.7617,NA,7.61816,0,10.4075,0
PISY,Adult,Alive,42.6222,96.7151,NA,9.13859,0,13.8613,0
PISY,Adult,Alive,41.6995,98.76,NA,10.1635,0,16.5267,0
PISY,Adult,Alive,45.4159,99.3185,NA,12.3416,0,23.511,0
PISY,Sapling,Alive,55.3695,0.398155,5.19148,3.30479,0,2.76474,NA
PISY,Sapling,Alive,51.3056,3.09398,7.6761,4.18179,0,4.12382,NA
PISY,Sapling,Alive,53.5637,2.50741,7.87741,4.25057,0,4.23394,NA
PISY,Sapling,Alive,48.139,6.44531,9.57886,4.81876,0,5.16464,NA
PISY,Sapling,Alive,49.0747,2.92302,11.1553,5.32478,0,6.02695,NA
PISY,Sapling,Alive,49.4946,5.44282,11.2961,5.36905,0,6.10397,NA
PISY,Adult,Alive,50.7876,5.08946,NA,6.40768,0,7.99046,0
PISY,Adult,Alive,48.9624,5.28837,NA,6.57966,0,8.31855,0
PISY,Adult,Alive,54.395,2.89428,NA,6.62309,0,8.40217,0
PISY,Adult,Alive,50.7652,2.57224,NA,6.6309,0,8.41724,0
PISY,Adult,Alive,51.3438,5.16472,NA,6.734,0,8.6171,0
PISY,Adult,Alive,51.5433,7.29519,NA,6.96793,0,9.07722,0
PISY,Adult,Alive,55.1175,0.472322,NA,7.15169,0,9.44532,0
PISY,Adult,Alive,48.2835,3.28474,NA,7.18142,0,9.50544,0
PISY,Adult,Alive,49.1907,7.9203,NA,7.58903,0,10.3462,0
PISY,Adult,Alive,54.6284,6.29117,NA,7.93163,0,11.0778,0
PISY,Adult,Alive,49.0343,5.88549,NA,9.4532,0,14.6467,0
PISY,Adult,Alive,53.9298,0.903076,NA,10.4546,0,17.3448,0
PISY,Adult,Alive,53.8913,3.79937,NA,11.5999,0,20.884,0
PISY,Adult,Alive,49.1144,2.42661,NA,13.7738,0,29.6503,0
PISY,Sapling,Alive,51.3625,9.24083,3.08557,2.51918,0,1.61281,NA
PISY,Sapling,Alive,55.9856,11.5308,3.83787,2.80442,0,2.02431,NA
PISY,Sapling,Alive,54.9112,12.9349,4.67605,3.11618,0,2.4828,NA
PISY,Sapling,Alive,54.9675,13.8996,4.91589,3.20424,0,2.61399,NA
PISY,Sapling,Alive,49.9401,8.82553,8.31667,4.3995,0,4.47422,NA
PISY,Sapling,Alive,50.0385,15.7593,8.48254,4.45533,0,4.56495,NA
PISY,Sapling,Alive,51.4404,10.2786,12.4201,5.71707,0,6.71877,NA
PISY,Sapling,Alive,50.8796,15.9312,12.9489,5.87759,0,7.00806,NA
PISY,Adult,Alive,53.7643,15.4236,NA,6.22138,0,7.64032,0
PISY,Adult,Alive,49.1679,13.3068,NA,6.60119,0,8.35996,0
PISY,Adult,Alive,50.7548,15.7685,NA,6.75977,0,8.66733,0
PISY,Adult,Alive,51.2013,12.6124,NA,6.90581,0,8.95412,0
PISY,Adult,Alive,52.3176,12.6833,NA,6.98739,0,9.1159,0
PISY,Adult,Alive,50.9432,13.6888,NA,7.10303,0,9.34725,0
PISY,Adult,Alive,52.7583,15.6058,NA,7.11561,0,9.37257,0
PISY,Adult,Alive,48.8451,15.4253,NA,7.93361,0,11.0821,0
PISY,Adult,Alive,53.9433,15.4884,NA,8.00948,0,11.2474,0
PISY,Adult,Alive,54.7625,8.13303,NA,9.38803,0,14.4817,0
PISY,Adult,Alive,52.1871,9.59662,NA,10.332,0,16.9968,0
PISY,Adult,Alive,53.4989,11.5009,NA,10.3575,0,17.0686,0
PISY,Adult,Alive,53.8465,10.8641,NA,10.4226,0,17.2534,0
PISY,Adult,Alive,55.3401,12.9161,NA,13.9335,0,30.4506,0
PISY,Sapling,Alive,49.2684,17.4011,3.8401,2.80526,0,2.02554,NA
PISY,Sapling,Alive,51.0437,17.4811,6.44533,3.75394,0,3.4506,NA
PISY,Sapling,Alive,54.5794,18.5902,11.2147,5.34347,0,6.05943,NA
PISY,Sapling,Alive,51.2653,23.0802,12.8551,5.84927,0,6.95675,NA
PISY,Adult,Alive,52.0333,18.3944,NA,6.4184,0,8.01077,0
PISY,Adult,Alive,54.6714,23.3625,NA,6.53815,0,8.23892,0
PISY,Adult,Alive,54.6346,16.6466,NA,6.58317,0,8.3253,0
PISY,Adult,Alive,55.1625,21.188,NA,6.70035,0,8.55167,0
PISY,Adult,Alive,48.6204,17.9569,NA,6.71508,0,8.58028,0
PISY,Adult,Alive,55.9812,19.6399,NA,7.00135,0,9.14372,0
PISY,Adult,Alive,49.9918,16.5025,NA,7.12676,0,9.39502,0
PISY,Adult,Alive,55.6473,16.2882,NA,7.33347,0,9.81543,0
PISY,Adult,Alive,53.9501,22.0009,NA,7.6718,0,10.5208,0
PISY,Adult,Alive,55.9333,17.1591,NA,7.83601,0,10.8712,0
PISY,Adult,Alive,52.8373,17.1728,NA,8.93779,0,13.3738,0
PISY,Adult,Alive,53.131,19.3922,NA,10.1343,0,16.4464,0
PISY,Adult,Alive,50.5292,18.903,NA,14.0912,0,31.2692,0
PISY,Sapling,Alive,52.8509,30.116,4.41328,3.01913,0,2.33907,NA
PISY,Sapling,Alive,54.7641,25.0078,5.01913,3.24199,0,2.67046,NA
PISY,Sapling,Alive,49.4277,29.4326,6.46772,3.76183,0,3.46285,NA
PISY,Sapling,Alive,52.8548,30.9331,7.86692,4.247,0,4.22821,NA
PISY,Sapling,Alive,50.8418,26.4032,8.93096,4.60514,0,4.81024,NA
PISY,Sapling,Alive,54.8356,27.5212,10.2024,5.02121,0,5.50572,NA
PISY,Sapling,Alive,49.5508,31.1584,10.7763,5.20489,0,5.81965,NA
PISY,Sapling,Alive,51.6367,27.0881,13.4702,6.03384,0,7.29323,NA
PISY,Adult,Alive,54.5035,26.1535,NA,6.20028,0,7.60101,0
PISY,Adult,Alive,53.1106,25.3008,NA,6.43417,0,8.04068,0
PISY,Adult,Alive,54.9202,28.1061,NA,6.56051,0,8.28178,0
PISY,Adult,Alive,48.0787,30.7551,NA,6.81822,0,8.78168,0
PISY,Adult,Alive,50.8984,26.3394,NA,6.95516,0,9.05185,0
PISY,Adult,Alive,55.2705,25.9608,NA,7.02136,0,9.18362,0
PISY,Adult,Alive,53.3772,28.0978,NA,7.03048,0,9.20183,0
PISY,Adult,Alive,55.3959,26.4158,NA,8.42336,0,12.1709,0
PISY,Adult,Alive,51.8698,24.9433,NA,11.0162,0,19.0114,0
PISY,Snag,Alive,52.7924,25.0052,NA,11.6656,NA,21.1047,5
PISY,Adult,Alive,48.9658,26.3419,NA,11.845,0,21.7188,0
PISY,Adult,Alive,48.4851,24.1321,NA,12.0553,0,22.4606,0
PISY,Adult,Alive,53.8974,30.0974,NA,12.9721,0,26.0118,0
PISY,Sapling,Alive,51.7658,34.2753,4.67019,3.11403,0,2.4796,NA
PISY,Sapling,Alive,50.7343,39.7071,12.3676,5.70103,0,6.69006,NA
PISY,Adult,Alive,52.2562,39.737,NA,6.23674,0,7.66899,0
PISY,Adult,Alive,55.3536,34.8473,NA,6.42477,0,8.02286,0
PISY,Adult,Alive,55.4487,36.9964,NA,6.44884,0,8.06855,0
PISY,Adult,Alive,48.3973,33.8634,NA,6.5765,0,8.31248,0
PISY,Adult,Alive,50.8795,33.4064,NA,6.83306,0,8.8108,0
PISY,Adult,Alive,52.1452,33.1794,NA,7.22625,0,9.59639,0
PISY,Adult,Alive,53.6333,35.6422,NA,7.36865,0,9.88774,0
PISY,Adult,Alive,52.3537,36.0233,NA,7.76461,0,10.7182,0
PISY,Adult,Alive,50.2908,36.3946,NA,7.9011,0,11.0116,0
PISY,Adult,Alive,48.7232,39.4855,NA,8.33909,0,11.9798,0
PISY,Adult,Alive,49.3096,32.2539,NA,9.54017,0,14.8687,0
PISY,Adult,Alive,53.382,37.6645,NA,11.0759,0,19.196,0
PISY,Adult,Alive,54.0161,33.1334,NA,11.3548,0,20.0787,0
PISY,Adult,Alive,53.9445,36.9329,NA,13.0384,0,26.2912,0
PISY,Adult,Alive,51.7933,39.4219,NA,13.0934,0,26.5262,0
PISY,Sapling,Alive,49.9698,45.9652,9.90303,4.92439,0,5.34196,NA
PISY,Sapling,Alive,52.9405,43.6522,12.9626,5.88171,0,7.01552,NA
PISY,Adult,Alive,49.9004,42.4118,NA,6.3342,0,7.85172,0
PISY,Adult,Alive,49.9345,44.3088,NA,6.39863,0,7.97332,0
PISY,Adult,Alive,55.4392,44.3384,NA,6.71046,0,8.57131,0
PISY,Adult,Alive,52.7039,45.1434,NA,6.73613,0,8.62124,0
PISY,Adult,Alive,49.4276,46.5735,NA,7.00879,0,9.15854,0
PISY,Adult,Alive,55.4841,41.4819,NA,7.39929,0,9.95094,0
PISY,Adult,Alive,51.5125,41.7291,NA,7.61741,0,10.4059,0
PISY,Adult,Alive,51.0933,40.7495,NA,8.20676,0,11.6829,0
PISY,Adult,Alive,55.5004,43.134,NA,8.43896,0,12.2065,0
PISY,Adult,Alive,55.298,47.8675,NA,9.25425,0,14.1469,0
PISY,Adult,Alive,49.121,43.6822,NA,12.034,0,22.3843,0
PISY,Adult,Alive,52.5737,43.7387,NA,12.2319,0,23.1029,0
PISY,Adult,Alive,55.2093,40.2849,NA,13.1358,0,26.7089,0
PISY,Adult,Alive,51.6294,47.1222,NA,13.1477,0,26.7604,0
PISY,Sapling,Alive,55.4726,52.9202,5.0719900000000004,3.26128,0,2.69938,NA
PISY,Sapling,Alive,51.2141,53.5993,6.07111,3.6213,0,3.2459,NA
PISY,Sapling,Alive,54.206,51.487,11.3122,5.3741,0,6.11277,NA
PISY,Sapling,Alive,54.4636,52.4656,11.8754,5.54961,0,6.42086,NA
PISY,Sapling,Alive,51.4714,53.9338,12.6228,5.77886,0,6.82968,NA
PISY,Adult,Alive,48.1909,48.1731,NA,6.22804,0,7.65274,0
PISY,Adult,Alive,54.3178,48.9145,NA,6.64341,0,8.44139,0
PISY,Adult,Alive,53.7333,55.54,NA,6.71504,0,8.5802,0
PISY,Adult,Alive,52.3419,52.5078,NA,6.76922,0,8.68578,0
PISY,Adult,Alive,48.1783,48.0042,NA,6.81987,0,8.78491,0
PISY,Adult,Alive,48.2575,54.1798,NA,6.92549,0,8.99303,0
PISY,Adult,Alive,53.7818,49.9171,NA,7.08119,0,9.30338,0
PISY,Adult,Alive,51.4461,51.9667,NA,7.08295,0,9.30692,0
PISY,Adult,Alive,51.6963,53.4071,NA,7.19364,0,9.53019,0
PISY,Adult,Alive,53.575,51.7134,NA,8.38119,0,12.0751,0
PISY,Adult,Alive,54.2802,52.9181,NA,8.93324,0,13.3629,0
PISY,Adult,Alive,55.6116,52.0311,NA,13.6362,0,28.9825,0
PISY,Sapling,Alive,54.078,61.2931,8.99328,4.62583,0,4.84432,NA
PISY,Sapling,Alive,54.4149,60.54,12.9301,5.87192,0,6.99777,NA
PISY,Adult,Alive,54.9341,59.6288,NA,6.24146,0,7.6778,0
PISY,Adult,Alive,50.0475,57.5841,NA,6.46039,0,8.09052,0
PISY,Adult,Alive,54.5484,61.4959,NA,6.63844,0,8.43178,0
PISY,Adult,Alive,51.4159,61.0934,NA,6.70342,0,8.55763,0
PISY,Adult,Alive,51.3458,63.5574,NA,6.83233,0,8.80936,0
PISY,Adult,Alive,49.9682,63.5418,NA,6.88601,0,8.91502,0
PISY,Adult,Alive,53.6098,59.2566,NA,7.50659,0,10.1736,0
PISY,Adult,Alive,55.1156,63.1026,NA,7.63637,0,10.4459,0
PISY,Adult,Alive,52.4183,60.8587,NA,8.37353,0,12.0577,0
PISY,Adult,Alive,52.8528,62.3601,NA,9.25452,0,14.1475,0
PISY,Adult,Alive,55.1508,59.396,NA,9.60653,0,15.0396,0
PISY,Adult,Alive,49.0346,61.2375,NA,9.66129,0,15.1815,0
PISY,Adult,Alive,49.6275,60.2959,NA,9.68618,0,15.2463,0
PISY,Adult,Alive,54.1865,63.1407,NA,10.6577,0,17.9334,0
PISY,Snag,Alive,50.17,56.9094,NA,11.0365,NA,19.0741,5
PISY,Adult,Alive,48.4944,56.0261,NA,13.236,0,27.1463,0
PISY,Adult,Alive,55.6796,56.6066,NA,13.8598,0,30.0774,0
PISY,Sapling,Alive,51.7524,70.2495,4.89439,3.19637,0,2.60223,NA
PISY,Sapling,Alive,51.0721,68.1891,5.59884,3.4522,0,2.98756,NA
PISY,Sapling,Alive,54.0487,68.3233,5.64005,3.46704,0,3.01011,NA
PISY,Sapling,Alive,55.3879,70.1328,5.80828,3.52744,0,3.10213,NA
PISY,Sapling,Alive,53.4669,70.2951,8.93751,4.60732,0,4.81382,NA
PISY,Adult,Alive,49.2046,71.4105,NA,6.19359,0,7.58855,0
PISY,Adult,Alive,51.4147,70.4026,NA,6.19996,0,7.6004,0
PISY,Adult,Alive,48.5932,65.9231,NA,6.21311,0,7.6249,0
PISY,Adult,Alive,49.698,67.3978,NA,6.22454,0,7.64621,0
PISY,Adult,Alive,52.4029,71.8734,NA,6.29672,0,7.78127,0
PISY,Adult,Alive,50.626,64.9915,NA,6.57301,0,8.30578,0
PISY,Adult,Alive,52.6587,68.0304,NA,6.72687,0,8.60321,0
PISY,Adult,Alive,52.1119,69.5571,NA,7.164,0,9.4702,0
PISY,Adult,Alive,54.5783,65.0259,NA,7.36993,0,9.8904,0
PISY,Adult,Alive,50.1877,69.4193,NA,8.77469,0,12.9855,0
PISY,Adult,Alive,53.7555,67.3355,NA,9.84705,0,15.6699,0
PISY,Adult,Alive,49.8766,66.9075,NA,10.4719,0,17.3942,0
PISY,Adult,Alive,49.4096,71.707,NA,11.287,0,19.861,0
PISY,Adult,Alive,51.3581,71.0011,NA,13.8729,0,30.1434,0
PISY,Sapling,Alive,53.7997,79.8137,5.11637,3.27745,0,2.72365,NA
PISY,Sapling,Alive,55.2047,76.6618,13.6492,6.08702,0,7.39112,NA
PISY,Adult,Alive,48.5694,78.3446,NA,6.29504,0,7.77812,0
PISY,Adult,Alive,48.4761,73.6207,NA,6.39951,0,7.975,0
PISY,Adult,Alive,53.6373,78.348,NA,6.41354,0,8.00156,0
PISY,Adult,Alive,53.0854,75.1483,NA,6.544,0,8.25014,0
PISY,Adult,Alive,53.9317,72.7236,NA,7.03733,0,9.21554,0
PISY,Adult,Alive,55.6556,78.1036,NA,7.39963,0,9.95164,0
PISY,Adult,Alive,49.1097,77.9587,NA,7.49704,0,10.1537,0
PISY,Adult,Alive,55.4986,75.6571,NA,7.79419,0,10.7815,0
PISY,Adult,Alive,52.1831,73.5722,NA,9.15538,0,13.9025,0
PISY,Adult,Alive,53.3744,74.5833,NA,9.91629,0,15.8546,0
PISY,Adult,Alive,51.2722,77.2576,NA,10.0948,0,16.3381,0
PISY,Adult,Alive,54.2172,77.5575,NA,10.6224,0,17.83,0
PISY,Adult,Alive,50.5472,74.1081,NA,10.668,0,17.9637,0
PISY,Adult,Alive,52.1645,75.5976,NA,11.9884,0,22.222,0
PISY,Adult,Alive,48.7325,74.3378,NA,12.9534,0,25.9336,0
PISY,Sapling,Alive,55.6212,82.1588,4.15349,2.92256,0,2.19696,NA
PISY,Sapling,Alive,48.8897,86.1833,4.82805,3.17205,0,2.56594,NA
PISY,Sapling,Alive,51.1593,83.453,4.89411,3.19626,0,2.60208,NA
PISY,Sapling,Alive,55.6155,81.8481,5.76845,3.51316,0,3.08034,NA
PISY,Sapling,Alive,48.756100000000004,83.8011,6.08046,3.62463,0,3.25101,NA
PISY,Sapling,Alive,51.4141,87.4118,7.81353,4.22878,0,4.199,NA
PISY,Adult,Alive,51.9505,87.3988,NA,6.30385,0,7.79464,0
PISY,Adult,Alive,55.2427,85.5575,NA,6.68005,0,8.51228,0
PISY,Adult,Alive,53.079,80.1121,NA,6.72522,0,8.60001,0
PISY,Adult,Alive,55.5996,84.1606,NA,6.80981,0,8.76519,0
PISY,Adult,Alive,49.873,84.5754,NA,6.97851,0,9.09825,0
PISY,Adult,Alive,52.6135,85.2615,NA,6.98415,0,9.10946,0
PISY,Adult,Alive,49.9953,82.426,NA,7.13549,0,9.41261,0
PISY,Adult,Alive,50.8922,83.9826,NA,7.17109,0,9.48453,0
PISY,Adult,Alive,55.4264,87.2255,NA,7.55979,0,10.2848,0
PISY,Adult,Alive,52.8142,81.1982,NA,7.63241,0,10.4375,0
PISY,Adult,Alive,53.9977,87.6275,NA,7.64683,0,10.468,0
PISY,Adult,Alive,55.7975,81.6402,NA,7.68357,0,10.5457,0
PISY,Adult,Alive,53.8252,84.7298,NA,7.83486,0,10.8687,0
PISY,Adult,Alive,48.3262,86.5176,NA,11.0869,0,19.23,0
PISY,Adult,Alive,48.1536,81.196,NA,13.0114,0,26.1772,0
PISY,Sapling,Alive,55.5111,91.2725,3.78598,2.78491,0,1.99593,NA
PISY,Sapling,Alive,50.2593,91.3937,4.84314,3.17759,0,2.5742,NA
PISY,Sapling,Alive,52.0177,93.0592,5.24596,3.32459,0,2.79454,NA
PISY,Sapling,Alive,49.319,91.6394,7.16786,4.00665,0,3.84582,NA
PISY,Sapling,Alive,49.4895,93.2173,8.18554,4.35521,0,4.40249,NA
PISY,Sapling,Alive,54.3645,95.2979,9.31422,4.73191,0,5.01988,NA
PISY,Sapling,Alive,49.8418,91.2339,10.5425,5.13035,0,5.69173,NA
PISY,Sapling,Alive,54.2171,91.0332,12.7003,5.8024,0,6.87209,NA
PISY,Adult,Alive,52.8892,92.9059,NA,6.33667,0,7.85636,0
PISY,Adult,Alive,52.5593,89.3161,NA,6.3417,0,7.86584,0
PISY,Adult,Alive,53.8938,88.8304,NA,6.41563,0,8.00552,0
PISY,Adult,Alive,54.4854,91.9615,NA,6.43731,0,8.04665,0
PISY,Adult,Alive,51.0691,90.4546,NA,6.68059,0,8.51334,0
PISY,Adult,Alive,53.2431,94.0048,NA,6.73905,0,8.62692,0
PISY,Adult,Alive,52.3724,89.3129,NA,6.76314,0,8.6739,0
PISY,Adult,Alive,55.9522,94.9519,NA,6.88463,0,8.91229,0
PISY,Adult,Alive,48.6688,88.9825,NA,7.36157,0,9.87317,0
PISY,Adult,Alive,52.2567,95.9302,NA,7.44188,0,10.0391,0
PISY,Adult,Alive,54.142,93.0874,NA,7.60674,0,10.3834,0
PISY,Adult,Alive,51.9746,88.1853,NA,7.76541,0,10.7199,0
PISY,Adult,Alive,51.7464,95.0306,NA,7.90379,0,11.0174,0
PISY,Adult,Alive,55.209,90.1144,NA,10.7511,0,18.2092,0
PISY,Adult,Alive,48.853,92.4636,NA,11.4388,0,20.3515,0
PISY,Adult,Alive,48.9417,93.408,NA,11.5911,0,20.8546,0
PISY,Adult,Alive,52.1335,93.1828,NA,13.0134,0,26.1856,0
PISY,Sapling,Alive,50.4837,96.3787,7.39843,4.08637,0,3.97194,NA
PISY,Sapling,Alive,50.4738,99.9063,10.3511,5.06905,0,5.58706,NA
PISY,Adult,Alive,49.9053,98.3475,NA,6.6422,0,8.43905,0
PISY,Adult,Alive,51.3303,97.9861,NA,6.93825,0,9.01832,0
PISY,Adult,Alive,49.697,97.0994,NA,8.07436,0,11.3897,0
PISY,Adult,Alive,55.5684,97.3603,NA,8.44937,0,12.2302,0
PISY,Adult,Alive,55.0076,97.9426,NA,11.7532,0,21.4027,0
PISY,Sapling,Alive,62.6054,5.2481,7.97875,4.28507,0,4.28937,NA
PISY,Adult,Alive,58.7733,3.85111,NA,6.38506,0,7.94765,0
PISY,Adult,Alive,63.3161,0.875852,NA,6.43548,0,8.04318,0
PISY,Adult,Alive,60.7253,0.0327712,NA,6.60142,0,8.36041,0
PISY,Adult,Alive,59.1088,5.904,NA,6.72969,0,8.60871,0
PISY,Adult,Alive,59.0827,3.34637,NA,7.01483,0,9.17058,0
PISY,Adult,Alive,58.5395,2.68923,NA,7.06467,0,9.27025,0
PISY,Adult,Alive,57.242,3.84091,NA,7.13915,0,9.42,0
PISY,Adult,Alive,56.2869,2.82858,NA,7.171,0,9.48435,0
PISY,Adult,Alive,59.2126,7.21767,NA,8.49053,0,12.3244,0
PISY,Adult,Alive,63.2696,4.01141,NA,8.79526,0,13.0341,0
PISY,Adult,Alive,60.105,0.344438,NA,8.81211,0,13.074,0
PISY,Adult,Alive,62.6322,1.63245,NA,11.4766,0,20.4754,0
PISY,Adult,Alive,62.9572,3.57097,NA,12.7774,0,25.2095,0
PISY,Sapling,Alive,63.2337,13.8615,4.04109,2.88059,0,2.13548,NA
PISY,Sapling,Alive,61.0498,10.6234,7.71094,4.19372,0,4.14288,NA
PISY,Sapling,Alive,59.428,8.82635,10.3452,5.06713,0,5.5838,NA
PISY,Sapling,Alive,57.1197,15.9652,11.0407,5.28863,0,5.96424,NA
PISY,Adult,Alive,59.9991,12.701,NA,6.15657,0,7.51977,0
PISY,Adult,Alive,60.5753,10.5829,NA,6.44953,0,8.06986,0
PISY,Snag,Alive,56.6638,11.2887,NA,6.58433,NA,8.32752,1
PISY,Snag,Alive,56.6998,13.682,NA,6.68537,NA,8.5226,5
PISY,Adult,Alive,56.1233,9.60152,NA,7.06876,0,9.27845,0
PISY,Adult,Alive,58.7391,11.2149,NA,7.28105,0,9.70806,0
PISY,Adult,Alive,63.1038,10.8557,NA,9.01791,0,13.5671,0
PISY,Adult,Alive,59.9979,8.21467,NA,9.31484,0,14.2979,0
PISY,Adult,Alive,61.8358,14.5238,NA,9.43352,0,14.5967,0
PISY,Adult,Alive,62.5664,15.8171,NA,9.51361,0,14.8007,0
PISY,Adult,Alive,61.5101,9.96305,NA,9.52369,0,14.8265,0
PISY,Adult,Alive,63.8233,10.1216,NA,10.347,0,17.0389,0
